filter	profile	lookback	vol_avg_len	price_weight	vol_weight	smoothing	threshold	n_baseline	n_filtered	retention	pf_baseline	pf_filtered	pf_delta	pnl_baseline	pnl_filtered	calmar
SPEEDREAD	MAX_PROFIT	15	100	50	50	3	35	78487	43107	0.5492	6.6049	6.4206	-0.1843	1074653.0	587502.0	34.61
SPEEDREAD	MAX_PROFIT	15	100	50	50	3	40	78487	76332	0.9725	6.6049	6.6182	0.0133	1074653.0	1045793.0	59.79
SPEEDREAD	MAX_PROFIT	15	100	50	50	3	45	78487	78083	0.9949	6.6049	6.6327	0.0279	1074653.0	1069997.0	62.66
SPEEDREAD	MAX_PROFIT	15	100	50	50	3	50	78487	78268	0.9972	6.6049	6.6106	0.0058	1074653.0	1071857.0	62.77
SPEEDREAD	MAX_PROFIT	15	100	50	50	5	35	78487	42750	0.5447	6.6049	5.9889	-0.6159	1074653.0	574248.0	33.88
SPEEDREAD	MAX_PROFIT	15	100	50	50	5	40	78487	76527	0.975	6.6049	6.6475	0.0426	1074653.0	1049345.0	59.75
SPEEDREAD	MAX_PROFIT	15	100	50	50	5	45	78487	78128	0.9954	6.6049	6.6224	0.0176	1074653.0	1070327.0	62.44
SPEEDREAD	MAX_PROFIT	15	100	50	50	5	50	78487	78281	0.9974	6.6049	6.6108	0.006	1074653.0	1072025.0	62.78
SPEEDREAD	MAX_PROFIT	15	100	30	70	1	45	78487	74429	0.9483	6.6049	6.8443	0.2395	1074653.0	1026167.0	61.08
SPEEDREAD	MAX_PROFIT	15	100	30	70	1	50	78487	77692	0.9899	6.6049	6.6688	0.0639	1074653.0	1065689.0	64.03
SPEEDREAD	MAX_PROFIT	15	100	30	70	3	45	78487	74730	0.9521	6.6049	6.6175	0.0126	1074653.0	1023683.0	59.22
SPEEDREAD	MAX_PROFIT	15	100	30	70	3	50	78487	77804	0.9913	6.6049	6.6277	0.0229	1074653.0	1066073.0	62.19
SPEEDREAD	MAX_PROFIT	15	100	30	70	5	45	78487	75166	0.9577	6.6049	6.6391	0.0343	1074653.0	1030469.0	60.43
SPEEDREAD	MAX_PROFIT	15	100	30	70	5	50	78487	77912	0.9927	6.6049	6.6197	0.0149	1074653.0	1067255.0	62.0
SPEEDREAD	MAX_PROFIT	20	20	70	30	1	30	78487	55596	0.7083	6.6049	6.9364	0.3316	1074653.0	769931.0	46.26
SPEEDREAD	MAX_PROFIT	20	20	70	30	1	35	78487	77781	0.991	6.6049	6.6374	0.0326	1074653.0	1066019.0	61.93
SPEEDREAD	MAX_PROFIT	20	20	70	30	1	40	78487	78426	0.9992	6.6049	6.6013	-0.0035	1074653.0	1073711.0	63.66
SPEEDREAD	MAX_PROFIT	20	20	70	30	1	45	78487	78460	0.9997	6.6049	6.6034	-0.0014	1074653.0	1074245.0	63.69
SPEEDREAD	MAX_PROFIT	20	20	70	30	1	50	78487	78460	0.9997	6.6049	6.6034	-0.0014	1074653.0	1074245.0	63.69
SPEEDREAD	MAX_PROFIT	20	20	70	30	3	30	78487	55520	0.7074	6.6049	6.5118	-0.0931	1074653.0	758507.0	44.72
SPEEDREAD	MAX_PROFIT	20	20	70	30	3	35	78487	77866	0.9921	6.6049	6.6351	0.0302	1074653.0	1067057.0	62.38
SPEEDREAD	MAX_PROFIT	20	20	70	30	3	40	78487	78423	0.9992	6.6049	6.6011	-0.0038	1074653.0	1073663.0	63.46
SPEEDREAD	MAX_PROFIT	20	20	70	30	3	45	78487	78460	0.9997	6.6049	6.6034	-0.0014	1074653.0	1074245.0	63.69
SPEEDREAD	MAX_PROFIT	20	20	70	30	3	50	78487	78460	0.9997	6.6049	6.6034	-0.0014	1074653.0	1074245.0	63.69
SPEEDREAD	MAX_PROFIT	20	20	70	30	5	30	78487	55644	0.709	6.6049	6.4453	-0.1596	1074653.0	758375.0	44.87
SPEEDREAD	MAX_PROFIT	20	20	70	30	5	35	78487	77970	0.9934	6.6049	6.6301	0.0252	1074653.0	1068413.0	62.39
SPEEDREAD	MAX_PROFIT	20	20	70	30	5	40	78487	78420	0.9991	6.6049	6.6141	0.0092	1074653.0	1073993.0	64.74
SPEEDREAD	MAX_PROFIT	20	20	70	30	5	45	78487	78457	0.9996	6.6049	6.6032	-0.0017	1074653.0	1074197.0	63.69
SPEEDREAD	MAX_PROFIT	20	20	70	30	5	50	78487	78457	0.9996	6.6049	6.6032	-0.0017	1074653.0	1074197.0	63.69
SPEEDREAD	MAX_PROFIT	20	20	50	50	1	35	78487	43205	0.5505	6.6049	6.4136	-0.1913	1074653.0	590382.0	35.34
SPEEDREAD	MAX_PROFIT	20	20	50	50	1	40	78487	77305	0.9849	6.6049	6.81	0.2051	1074653.0	1064339.0	62.09
SPEEDREAD	MAX_PROFIT	20	20	50	50	1	45	78487	78337	0.9981	6.6049	6.5947	-0.0101	1074653.0	1072307.0	63.38
SPEEDREAD	MAX_PROFIT	20	20	50	50	1	50	78487	78415	0.9991	6.6049	6.5994	-0.0054	1074653.0	1073477.0	63.65
SPEEDREAD	MAX_PROFIT	20	20	50	50	3	35	78487	42514	0.5417	6.6049	6.0508	-0.5541	1074653.0	573240.0	33.46
SPEEDREAD	MAX_PROFIT	20	20	50	50	3	40	78487	77478	0.9871	6.6049	6.638	0.0332	1074653.0	1061933.0	61.69
SPEEDREAD	MAX_PROFIT	20	20	50	50	3	45	78487	78374	0.9986	6.6049	6.6111	0.0062	1074653.0	1073285.0	65.0
SPEEDREAD	MAX_PROFIT	20	20	50	50	3	50	78487	78435	0.9993	6.6049	6.6013	-0.0036	1074653.0	1073831.0	63.67
SPEEDREAD	MAX_PROFIT	20	20	50	50	5	35	78487	42197	0.5376	6.6049	5.9385	-0.6663	1074653.0	565956.0	33.03
SPEEDREAD	MAX_PROFIT	20	20	50	50	5	40	78487	77669	0.9896	6.6049	6.6317	0.0268	1074653.0	1064387.0	62.22
SPEEDREAD	MAX_PROFIT	20	20	50	50	5	45	78487	78383	0.9987	6.6049	6.611	0.0061	1074653.0	1073405.0	64.7
SPEEDREAD	MAX_PROFIT	20	20	50	50	5	50	78487	78443	0.9994	6.6049	6.6019	-0.003	1074653.0	1073951.0	63.68
SPEEDREAD	MAX_PROFIT	20	20	30	70	1	45	78487	75857	0.9665	6.6049	6.788	0.1831	1074653.0	1043915.0	62.61
SPEEDREAD	MAX_PROFIT	20	20	30	70	1	50	78487	78088	0.9949	6.6049	6.7557	0.1508	1074653.0	1073453.0	63.11
SPEEDREAD	MAX_PROFIT	20	20	30	70	3	45	78487	76260	0.9716	6.6049	6.6214	0.0166	1074653.0	1044911.0	60.96
SPEEDREAD	MAX_PROFIT	20	20	30	70	3	50	78487	78199	0.9963	6.6049	6.6351	0.0302	1074653.0	1071653.0	64.9
SPEEDREAD	MAX_PROFIT	20	20	30	70	5	45	78487	76560	0.9754	6.6049	6.6124	0.0076	1074653.0	1048625.0	60.92
SPEEDREAD	MAX_PROFIT	20	20	30	70	5	50	78487	78276	0.9973	6.6049	6.6264	0.0216	1074653.0	1072445.0	64.64
SPEEDREAD	MAX_PROFIT	20	50	70	30	1	30	78487	55759	0.7104	6.6049	6.9666	0.3618	1074653.0	772703.0	46.21
SPEEDREAD	MAX_PROFIT	20	50	70	30	1	35	78487	77643	0.9892	6.6049	6.684	0.0792	1074653.0	1065413.0	62.22
SPEEDREAD	MAX_PROFIT	20	50	70	30	1	40	78487	78357	0.9983	6.6049	6.6039	-0.0009	1074653.0	1072859.0	62.63
SPEEDREAD	MAX_PROFIT	20	50	70	30	1	45	78487	78422	0.9992	6.6049	6.6077	0.0028	1074653.0	1073849.0	63.67
SPEEDREAD	MAX_PROFIT	20	50	70	30	1	50	78487	78424	0.9992	6.6049	6.6079	0.003	1074653.0	1073885.0	63.67
SPEEDREAD	MAX_PROFIT	20	50	70	30	3	30	78487	55498	0.7071	6.6049	6.5727	-0.0321	1074653.0	759677.0	44.71
SPEEDREAD	MAX_PROFIT	20	50	70	30	3	35	78487	77777	0.991	6.6049	6.6437	0.0388	1074653.0	1066109.0	62.26
SPEEDREAD	MAX_PROFIT	20	50	70	30	3	40	78487	78359	0.9984	6.6049	6.6175	0.0126	1074653.0	1073297.0	64.07
SPEEDREAD	MAX_PROFIT	20	50	70	30	3	45	78487	78413	0.9991	6.6049	6.6069	0.0021	1074653.0	1073705.0	63.66
SPEEDREAD	MAX_PROFIT	20	50	70	30	3	50	78487	78419	0.9991	6.6049	6.6075	0.0026	1074653.0	1073813.0	63.67
SPEEDREAD	MAX_PROFIT	20	50	70	30	5	30	78487	55576	0.7081	6.6049	6.3569	-0.2479	1074653.0	755585.0	43.94
SPEEDREAD	MAX_PROFIT	20	50	70	30	5	35	78487	77857	0.992	6.6049	6.6369	0.032	1074653.0	1066997.0	62.07
SPEEDREAD	MAX_PROFIT	20	50	70	30	5	40	78487	78354	0.9983	6.6049	6.616	0.0111	1074653.0	1073147.0	63.7
SPEEDREAD	MAX_PROFIT	20	50	70	30	5	45	78487	78415	0.9991	6.6049	6.6071	0.0023	1074653.0	1073741.0	63.66
SPEEDREAD	MAX_PROFIT	20	50	70	30	5	50	78487	78419	0.9991	6.6049	6.6075	0.0026	1074653.0	1073813.0	63.67
SPEEDREAD	MAX_PROFIT	20	50	50	50	1	35	78487	44292	0.5643	6.6049	6.4786	-0.1263	1074653.0	606282.0	35.29
SPEEDREAD	MAX_PROFIT	20	50	50	50	1	40	78487	77026	0.9814	6.6049	6.8677	0.2628	1074653.0	1062095.0	63.51
SPEEDREAD	MAX_PROFIT	20	50	50	50	1	45	78487	78198	0.9963	6.6049	6.6281	0.0232	1074653.0	1071401.0	63.3
SPEEDREAD	MAX_PROFIT	20	50	50	50	1	50	78487	78377	0.9986	6.6049	6.6037	-0.0011	1074653.0	1073093.0	63.62
SPEEDREAD	MAX_PROFIT	20	50	50	50	3	35	78487	43823	0.5583	6.6049	6.1578	-0.447	1074653.0	592944.0	34.72
SPEEDREAD	MAX_PROFIT	20	50	50	50	3	40	78487	77168	0.9832	6.6049	6.6234	0.0185	1074653.0	1057289.0	61.74
SPEEDREAD	MAX_PROFIT	20	50	50	50	3	45	78487	78246	0.9969	6.6049	6.6449	0.04	1074653.0	1072571.0	63.41
SPEEDREAD	MAX_PROFIT	20	50	50	50	3	50	78487	78391	0.9988	6.6049	6.6051	0.0003	1074653.0	1073363.0	63.64
SPEEDREAD	MAX_PROFIT	20	50	50	50	5	35	78487	43416	0.5532	6.6049	6.039	-0.5659	1074653.0	584844.0	34.32
SPEEDREAD	MAX_PROFIT	20	50	50	50	5	40	78487	77317	0.9851	6.6049	6.6045	-0.0004	1074653.0	1058705.0	61.59
SPEEDREAD	MAX_PROFIT	20	50	50	50	5	45	78487	78271	0.9972	6.6049	6.6101	0.0052	1074653.0	1071881.0	62.73
SPEEDREAD	MAX_PROFIT	20	50	50	50	5	50	78487	78395	0.9988	6.6049	6.6054	0.0006	1074653.0	1073417.0	63.64
SPEEDREAD	MAX_PROFIT	20	50	30	70	1	45	78487	75245	0.9587	6.6049	6.8154	0.2105	1074653.0	1036445.0	61.94
SPEEDREAD	MAX_PROFIT	20	50	30	70	1	50	78487	77934	0.993	6.6049	6.6297	0.0248	1074653.0	1067795.0	63.09
SPEEDREAD	MAX_PROFIT	20	50	30	70	3	45	78487	75597	0.9632	6.6049	6.6056	0.0007	1074653.0	1035377.0	59.5
SPEEDREAD	MAX_PROFIT	20	50	30	70	3	50	78487	78032	0.9942	6.6049	6.63	0.0252	1074653.0	1069211.0	62.57
SPEEDREAD	MAX_PROFIT	20	50	30	70	5	45	78487	75896	0.967	6.6049	6.5908	-0.014	1074653.0	1038689.0	59.67
SPEEDREAD	MAX_PROFIT	20	50	30	70	5	50	78487	78090	0.9949	6.6049	6.6285	0.0236	1074653.0	1069991.0	62.55
SPEEDREAD	MAX_PROFIT	20	100	70	30	1	30	78487	55847	0.7115	6.6049	7.0723	0.4674	1074653.0	776039.0	45.51
SPEEDREAD	MAX_PROFIT	20	100	70	30	1	35	78487	77561	0.9882	6.6049	6.6783	0.0734	1074653.0	1064201.0	62.15
SPEEDREAD	MAX_PROFIT	20	100	70	30	1	40	78487	78295	0.9976	6.6049	6.6128	0.008	1074653.0	1072277.0	63.55
SPEEDREAD	MAX_PROFIT	20	100	70	30	1	45	78487	78362	0.9984	6.6049	6.6025	-0.0023	1074653.0	1072865.0	63.61
SPEEDREAD	MAX_PROFIT	20	100	70	30	1	50	78487	78372	0.9985	6.6049	6.6035	-0.0014	1074653.0	1073045.0	63.62
SPEEDREAD	MAX_PROFIT	20	100	70	30	3	30	78487	55733	0.7101	6.6049	6.3978	-0.2071	1074653.0	759017.0	44.48
SPEEDREAD	MAX_PROFIT	20	100	70	30	3	35	78487	77691	0.9899	6.6049	6.6364	0.0316	1074653.0	1064741.0	61.94
SPEEDREAD	MAX_PROFIT	20	100	70	30	3	40	78487	78302	0.9976	6.6049	6.6126	0.0077	1074653.0	1072361.0	63.74
SPEEDREAD	MAX_PROFIT	20	100	70	30	3	45	78487	78364	0.9984	6.6049	6.6028	-0.0021	1074653.0	1072907.0	63.61
SPEEDREAD	MAX_PROFIT	20	100	70	30	3	50	78487	78370	0.9985	6.6049	6.6033	-0.0015	1074653.0	1073015.0	63.62
SPEEDREAD	MAX_PROFIT	20	100	70	30	5	30	78487	55738	0.7102	6.6049	6.3547	-0.2501	1074653.0	758099.0	43.92
SPEEDREAD	MAX_PROFIT	20	100	70	30	5	35	78487	77778	0.991	6.6049	6.6438	0.039	1074653.0	1066145.0	62.02
SPEEDREAD	MAX_PROFIT	20	100	70	30	5	40	78487	78295	0.9976	6.6049	6.611	0.0061	1074653.0	1072193.0	63.1
SPEEDREAD	MAX_PROFIT	20	100	70	30	5	45	78487	78366	0.9985	6.6049	6.603	-0.0019	1074653.0	1072943.0	63.62
SPEEDREAD	MAX_PROFIT	20	100	70	30	5	50	78487	78370	0.9985	6.6049	6.6033	-0.0015	1074653.0	1073015.0	63.62
SPEEDREAD	MAX_PROFIT	20	100	50	50	1	35	78487	44989	0.5732	6.6049	6.6849	0.08	1074653.0	619560.0	36.71
SPEEDREAD	MAX_PROFIT	20	100	50	50	1	40	78487	76803	0.9785	6.6049	6.8424	0.2375	1074653.0	1058357.0	63.63
SPEEDREAD	MAX_PROFIT	20	100	50	50	1	45	78487	78105	0.9951	6.6049	6.6352	0.0304	1074653.0	1070333.0	63.24
SPEEDREAD	MAX_PROFIT	20	100	50	50	1	50	78487	78311	0.9978	6.6049	6.5982	-0.0066	1074653.0	1072037.0	63.56
SPEEDREAD	MAX_PROFIT	20	100	50	50	3	35	78487	44286	0.5642	6.6049	6.1661	-0.4388	1074653.0	599346.0	35.02
SPEEDREAD	MAX_PROFIT	20	100	50	50	3	40	78487	76963	0.9806	6.6049	6.6284	0.0236	1074653.0	1054589.0	61.22
SPEEDREAD	MAX_PROFIT	20	100	50	50	3	45	78487	78169	0.9959	6.6049	6.6172	0.0123	1074653.0	1070681.0	62.97
SPEEDREAD	MAX_PROFIT	20	100	50	50	3	50	78487	78336	0.9981	6.6049	6.6005	-0.0043	1074653.0	1072481.0	63.59
SPEEDREAD	MAX_PROFIT	20	100	50	50	5	35	78487	43903	0.5594	6.6049	6.3238	-0.281	1074653.0	596952.0	35.04
SPEEDREAD	MAX_PROFIT	20	100	50	50	5	40	78487	77080	0.9821	6.6049	6.6468	0.042	1074653.0	1056677.0	60.96
SPEEDREAD	MAX_PROFIT	20	100	50	50	5	45	78487	78206	0.9964	6.6049	6.6128	0.008	1074653.0	1071059.0	63.08
SPEEDREAD	MAX_PROFIT	20	100	50	50	5	50	78487	78345	0.9982	6.6049	6.6012	-0.0037	1074653.0	1072607.0	63.6
SPEEDREAD	MAX_PROFIT	20	100	30	70	1	45	78487	74890	0.9542	6.6049	6.8485	0.2437	1074653.0	1032521.0	61.81
SPEEDREAD	MAX_PROFIT	20	100	30	70	1	50	78487	77781	0.991	6.6049	6.6475	0.0427	1074653.0	1066295.0	64.53
SPEEDREAD	MAX_PROFIT	20	100	30	70	3	45	78487	75159	0.9576	6.6049	6.5967	-0.0082	1074653.0	1029023.0	60.07
SPEEDREAD	MAX_PROFIT	20	100	30	70	3	50	78487	77867	0.9921	6.6049	6.617	0.0121	1074653.0	1066601.0	62.42
SPEEDREAD	MAX_PROFIT	20	100	30	70	5	45	78487	75402	0.9607	6.6049	6.6841	0.0793	1074653.0	1034741.0	60.34
SPEEDREAD	MAX_PROFIT	20	100	30	70	5	50	78487	77970	0.9934	6.6049	6.647	0.0422	1074653.0	1068917.0	62.49
SPEEDREAD	MAX_PROFIT	30	20	70	30	1	30	78487	56872	0.7246	6.6049	6.6101	0.0052	1074653.0	780119.0	46.92
SPEEDREAD	MAX_PROFIT	30	20	70	30	1	35	78487	77879	0.9923	6.6049	6.6299	0.0251	1074653.0	1067165.0	63.77
SPEEDREAD	MAX_PROFIT	30	20	70	30	1	40	78487	78341	0.9981	6.6049	6.6242	0.0193	1074653.0	1073225.0	64.13
SPEEDREAD	MAX_PROFIT	30	20	70	30	1	45	78487	78383	0.9987	6.6049	6.6279	0.023	1074653.0	1073939.0	64.18
SPEEDREAD	MAX_PROFIT	30	20	70	30	1	50	78487	78393	0.9988	6.6049	6.6279	0.023	1074653.0	1074065.0	64.18
SPEEDREAD	MAX_PROFIT	30	20	70	30	3	30	78487	56984	0.726	6.6049	6.1114	-0.4935	1074653.0	769403.0	45.81
SPEEDREAD	MAX_PROFIT	30	20	70	30	3	35	78487	78022	0.9941	6.6049	6.6333	0.0285	1074653.0	1069295.0	63.9
SPEEDREAD	MAX_PROFIT	30	20	70	30	3	40	78487	78343	0.9982	6.6049	6.6463	0.0414	1074653.0	1073921.0	64.18
SPEEDREAD	MAX_PROFIT	30	20	70	30	3	45	78487	78369	0.9985	6.6049	6.6266	0.0217	1074653.0	1073687.0	63.93
SPEEDREAD	MAX_PROFIT	30	20	70	30	3	50	78487	78381	0.9986	6.6049	6.6277	0.0228	1074653.0	1073897.0	63.95
SPEEDREAD	MAX_PROFIT	30	20	70	30	5	30	78487	56974	0.7259	6.6049	6.0454	-0.5595	1074653.0	767099.0	45.4
SPEEDREAD	MAX_PROFIT	30	20	70	30	5	35	78487	78095	0.995	6.6049	6.6269	0.022	1074653.0	1069961.0	63.94
SPEEDREAD	MAX_PROFIT	30	20	70	30	5	40	78487	78345	0.9982	6.6049	6.6454	0.0405	1074653.0	1073885.0	64.17
SPEEDREAD	MAX_PROFIT	30	20	70	30	5	45	78487	78369	0.9985	6.6049	6.6475	0.0427	1074653.0	1074293.0	64.2
SPEEDREAD	MAX_PROFIT	30	20	70	30	5	50	78487	78395	0.9988	6.6049	6.649	0.0442	1074653.0	1074719.0	64.22
SPEEDREAD	MAX_PROFIT	30	20	50	50	1	35	78487	43637	0.556	6.6049	6.1198	-0.4851	1074653.0	589800.0	34.67
SPEEDREAD	MAX_PROFIT	30	20	50	50	1	40	78487	77359	0.9856	6.6049	6.6559	0.0511	1074653.0	1060691.0	63.25
SPEEDREAD	MAX_PROFIT	30	20	50	50	1	45	78487	78255	0.997	6.6049	6.6176	0.0127	1074653.0	1071839.0	64.05
SPEEDREAD	MAX_PROFIT	30	20	50	50	1	50	78487	78354	0.9983	6.6049	6.6242	0.0194	1074653.0	1073375.0	64.14
SPEEDREAD	MAX_PROFIT	30	20	50	50	3	35	78487	43035	0.5483	6.6049	5.9866	-0.6183	1074653.0	579000.0	34.26
SPEEDREAD	MAX_PROFIT	30	20	50	50	3	40	78487	77592	0.9886	6.6049	6.6868	0.0819	1074653.0	1064843.0	65.01
SPEEDREAD	MAX_PROFIT	30	20	50	50	3	45	78487	78301	0.9976	6.6049	6.6417	0.0369	1074653.0	1073195.0	64.13
SPEEDREAD	MAX_PROFIT	30	20	50	50	3	50	78487	78364	0.9984	6.6049	6.6262	0.0213	1074653.0	1073615.0	64.16
SPEEDREAD	MAX_PROFIT	30	20	50	50	5	35	78487	42562	0.5423	6.6049	5.8732	-0.7316	1074653.0	570168.0	33.73
SPEEDREAD	MAX_PROFIT	30	20	50	50	5	40	78487	77747	0.9906	6.6049	6.6549	0.05	1074653.0	1066055.0	65.08
SPEEDREAD	MAX_PROFIT	30	20	50	50	5	45	78487	78325	0.9979	6.6049	6.6439	0.039	1074653.0	1073597.0	64.16
SPEEDREAD	MAX_PROFIT	30	20	50	50	5	50	78487	78382	0.9987	6.6049	6.6478	0.043	1074653.0	1074491.0	64.21
SPEEDREAD	MAX_PROFIT	30	20	30	70	1	45	78487	75904	0.9671	6.6049	6.8354	0.2305	1074653.0	1045883.0	63.85
SPEEDREAD	MAX_PROFIT	30	20	30	70	1	50	78487	78071	0.9947	6.6049	6.6472	0.0423	1074653.0	1070159.0	63.95
SPEEDREAD	MAX_PROFIT	30	20	30	70	3	45	78487	76340	0.9726	6.6049	6.6508	0.046	1074653.0	1046849.0	63.91
SPEEDREAD	MAX_PROFIT	30	20	30	70	3	50	78487	78144	0.9956	6.6049	6.6453	0.0404	1074653.0	1071161.0	63.81
SPEEDREAD	MAX_PROFIT	30	20	30	70	5	45	78487	76667	0.9768	6.6049	6.651	0.0462	1074653.0	1051229.0	63.99
SPEEDREAD	MAX_PROFIT	30	20	30	70	5	50	78487	78232	0.9968	6.6049	6.6589	0.0541	1074653.0	1072799.0	65.49
SPEEDREAD	MAX_PROFIT	30	50	70	30	1	30	78487	56665	0.722	6.6049	6.4629	-0.142	1074653.0	773933.0	46.17
SPEEDREAD	MAX_PROFIT	30	50	70	30	1	35	78487	77777	0.991	6.6049	6.6213	0.0165	1074653.0	1065533.0	63.54
SPEEDREAD	MAX_PROFIT	30	50	70	30	1	40	78487	78301	0.9976	6.6049	6.6283	0.0234	1074653.0	1072793.0	64.11
SPEEDREAD	MAX_PROFIT	30	50	70	30	1	45	78487	78358	0.9984	6.6049	6.6334	0.0285	1074653.0	1073765.0	64.17
SPEEDREAD	MAX_PROFIT	30	50	70	30	1	50	78487	78367	0.9985	6.6049	6.6333	0.0284	1074653.0	1073879.0	64.17
SPEEDREAD	MAX_PROFIT	30	50	70	30	3	30	78487	56804	0.7237	6.6049	6.161	-0.4439	1074653.0	767951.0	45.74
SPEEDREAD	MAX_PROFIT	30	50	70	30	3	35	78487	77907	0.9926	6.6049	6.63	0.0252	1074653.0	1067591.0	63.59
SPEEDREAD	MAX_PROFIT	30	50	70	30	3	40	78487	78298	0.9976	6.6049	6.65	0.0452	1074653.0	1073417.0	64.15
SPEEDREAD	MAX_PROFIT	30	50	70	30	3	45	78487	78341	0.9981	6.6049	6.6318	0.0269	1074653.0	1073459.0	63.92
SPEEDREAD	MAX_PROFIT	30	50	70	30	3	50	78487	78353	0.9983	6.6049	6.6329	0.028	1074653.0	1073669.0	63.93
SPEEDREAD	MAX_PROFIT	30	50	70	30	5	30	78487	56699	0.7224	6.6049	6.1789	-0.426	1074653.0	766889.0	45.44
SPEEDREAD	MAX_PROFIT	30	50	70	30	5	35	78487	77955	0.9932	6.6049	6.6246	0.0198	1074653.0	1068053.0	63.62
SPEEDREAD	MAX_PROFIT	30	50	70	30	5	40	78487	78313	0.9978	6.6049	6.6502	0.0454	1074653.0	1073585.0	64.16
SPEEDREAD	MAX_PROFIT	30	50	70	30	5	45	78487	78341	0.9981	6.6049	6.6527	0.0479	1074653.0	1074065.0	64.18
SPEEDREAD	MAX_PROFIT	30	50	70	30	5	50	78487	78367	0.9985	6.6049	6.6543	0.0494	1074653.0	1074491.0	64.21
SPEEDREAD	MAX_PROFIT	30	50	50	50	1	35	78487	44761	0.5703	6.6049	6.1538	-0.4511	1074653.0	605838.0	35.87
SPEEDREAD	MAX_PROFIT	30	50	50	50	1	40	78487	77065	0.9819	6.6049	6.6729	0.068	1074653.0	1057331.0	64.55
SPEEDREAD	MAX_PROFIT	30	50	50	50	1	45	78487	78156	0.9958	6.6049	6.6177	0.0128	1074653.0	1070507.0	63.97
SPEEDREAD	MAX_PROFIT	30	50	50	50	1	50	78487	78321	0.9979	6.6049	6.6291	0.0243	1074653.0	1073093.0	64.13
SPEEDREAD	MAX_PROFIT	30	50	50	50	3	35	78487	44177	0.5629	6.6049	6.0651	-0.5397	1074653.0	595416.0	35.14
SPEEDREAD	MAX_PROFIT	30	50	50	50	3	40	78487	77249	0.9842	6.6049	6.6952	0.0903	1074653.0	1060535.0	64.75
SPEEDREAD	MAX_PROFIT	30	50	50	50	3	45	78487	78214	0.9965	6.6049	6.6428	0.0379	1074653.0	1072037.0	64.06
SPEEDREAD	MAX_PROFIT	30	50	50	50	3	50	78487	78332	0.998	6.6049	6.631	0.0262	1074653.0	1073321.0	63.91
SPEEDREAD	MAX_PROFIT	30	50	50	50	5	35	78487	43725	0.5571	6.6049	5.7219	-0.8829	1074653.0	582042.0	34.35
SPEEDREAD	MAX_PROFIT	30	50	50	50	5	40	78487	77366	0.9857	6.6049	6.684	0.0791	1074653.0	1061717.0	63.2
SPEEDREAD	MAX_PROFIT	30	50	50	50	5	45	78487	78249	0.997	6.6049	6.645	0.0401	1074653.0	1072589.0	64.1
SPEEDREAD	MAX_PROFIT	30	50	50	50	5	50	78487	78339	0.9981	6.6049	6.6526	0.0478	1074653.0	1074047.0	64.18
SPEEDREAD	MAX_PROFIT	30	50	30	70	1	45	78487	75146	0.9574	6.6049	6.7996	0.1947	1074653.0	1034597.0	62.57
SPEEDREAD	MAX_PROFIT	30	50	30	70	1	50	78487	77906	0.9926	6.6049	6.6445	0.0396	1074653.0	1067885.0	63.11
SPEEDREAD	MAX_PROFIT	30	50	30	70	3	45	78487	75531	0.9623	6.6049	6.6623	0.0574	1074653.0	1036199.0	61.57
SPEEDREAD	MAX_PROFIT	30	50	30	70	3	50	78487	77991	0.9937	6.6049	6.678	0.0731	1074653.0	1070009.0	65.32
SPEEDREAD	MAX_PROFIT	30	50	30	70	5	45	78487	75909	0.9672	6.6049	6.6821	0.0773	1074653.0	1041875.0	62.04
SPEEDREAD	MAX_PROFIT	30	50	30	70	5	50	78487	78071	0.9947	6.6049	6.6708	0.0659	1074653.0	1070963.0	65.38
SPEEDREAD	MAX_PROFIT	30	100	70	30	1	30	78487	56906	0.725	6.6049	6.6233	0.0184	1074653.0	781139.0	46.04
SPEEDREAD	MAX_PROFIT	30	100	70	30	1	35	78487	77687	0.9898	6.6049	6.6221	0.0173	1074653.0	1064333.0	62.55
SPEEDREAD	MAX_PROFIT	30	100	70	30	1	40	78487	78248	0.997	6.6049	6.6238	0.0189	1074653.0	1071941.0	64.06
SPEEDREAD	MAX_PROFIT	30	100	70	30	1	45	78487	78306	0.9977	6.6049	6.629	0.0241	1074653.0	1072925.0	64.12
SPEEDREAD	MAX_PROFIT	30	100	70	30	1	50	78487	78315	0.9978	6.6049	6.6289	0.024	1074653.0	1073039.0	64.12
SPEEDREAD	MAX_PROFIT	30	100	70	30	3	30	78487	56939	0.7255	6.6049	6.1475	-0.4574	1074653.0	769277.0	45.58
SPEEDREAD	MAX_PROFIT	30	100	70	30	3	35	78487	77814	0.9914	6.6049	6.622	0.0172	1074653.0	1066073.0	63.5
SPEEDREAD	MAX_PROFIT	30	100	70	30	3	40	78487	78249	0.997	6.6049	6.6458	0.041	1074653.0	1072619.0	64.1
SPEEDREAD	MAX_PROFIT	30	100	70	30	3	45	78487	78291	0.9975	6.6049	6.6485	0.0436	1074653.0	1073261.0	64.14
SPEEDREAD	MAX_PROFIT	30	100	70	30	3	50	78487	78308	0.9977	6.6049	6.629	0.0242	1074653.0	1072937.0	63.89
SPEEDREAD	MAX_PROFIT	30	100	70	30	5	30	78487	56919	0.7252	6.6049	6.2175	-0.3874	1074653.0	770723.0	45.49
SPEEDREAD	MAX_PROFIT	30	100	70	30	5	35	78487	77912	0.9927	6.6049	6.621	0.0161	1074653.0	1067351.0	63.58
