trade_id,mode,datetime,direction,touch_type,source_label,touch_sequence,F10_raw,F04_raw,F01_raw,F21_raw,F10_bin,F04_bin,F01_bin,F21_bin,F10_points,F04_points,F01_points,F21_points,acal_score,score_margin,trend_slope,trend_label,sbb_label,session,entry_bar_index,entry_price,stop_price,t1_target_price,t2_target_price,leg1_exit_type,leg1_exit_price,leg1_exit_bar,leg1_pnl_ticks,leg2_exit_type,leg2_exit_price,leg2_exit_bar,leg2_pnl_ticks,weighted_pnl,bars_held,mfe_ticks,mae_ticks,slippage_ticks,latency_ms
ZB_0066,WTNT,2/9/2026 16:10:01,SHORT,SUPPLY_EDGE,15m,2,126.0000,PRIOR_HELD,15m,95.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,15.000000,WT,NORMAL,RTH,78266,25359.00,25419.00,25344.00,25339.00,TARGET_1,25344.00,78298,60.00,TARGET_2,25339.00,78303,80.00,63.6000,38,92.00,146.00,0.0,0
ZB_0067,CT,2/10/2026 10:58:31,SHORT,SUPPLY_EDGE,30m,2,31.0000,PRIOR_HELD,30m,52.0000,0,1,2,1,10.0000,2.9700,3.4400,2.2100,18.6200,1.9600,-68.000000,CT,NORMAL,RTH,79243,25391.00,25438.50,25381.00,25371.00,TARGET_1,25381.00,79247,40.00,TARGET_2,25371.00,79248,80.00,50.2000,6,90.00,21.00,0.0,0
ZB_0068,CT,2/10/2026 11:17:28,SHORT,SUPPLY_EDGE,30m,3,31.0000,NO_PRIOR,30m,114.0000,0,2,2,1,10.0000,5.9400,3.4400,2.2100,21.5900,4.9300,-22.000000,CT,NORMAL,RTH,79305,25389.75,25437.25,25379.75,25369.75,TARGET_1,25379.75,79308,40.00,TARGET_2,25369.75,79315,80.00,50.2000,11,97.00,20.00,0.0,0
ZB_0069,WTNT,2/10/2026 12:27:53,SHORT,SUPPLY_EDGE,15m,2,91.0000,PRIOR_HELD,15m,206.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,108.000000,WT,NORMAL,RTH,79531,25368.25,25428.25,25353.25,25348.25,TARGET_1,25353.25,79545,60.00,TARGET_2,25348.25,79608,80.00,63.6000,78,90.00,118.00,0.0,0
ZB_0070,WTNT,2/12/2026 15:37:36,SHORT,SUPPLY_EDGE,120m,3,183.0000,PRIOR_HELD,120m,252.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,5.000000,WT,NORMAL,RTH,84594,24819.00,24879.00,24804.00,24799.00,TARGET_1,24804.00,84601,60.00,TARGET_2,24799.00,84616,80.00,63.6000,23,90.00,62.00,0.0,0
ZB_0071,WTNT,2/12/2026 16:30:01,SHORT,SUPPLY_EDGE,120m,4,183.0000,PRIOR_HELD,120m,505.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,279.000000,WT,NORMAL,ETH,84846,24821.50,24881.50,24806.50,24801.50,TARGET_1,24806.50,84873,60.00,TARGET_2,24801.50,84873,80.00,63.6000,28,95.00,90.00,0.0,0
ZB_0072,CT,2/12/2026 20:05:51,SHORT,SUPPLY_EDGE,30m,2,180.0000,PRIOR_HELD,30m,35.0000,0,1,2,0,10.0000,2.9700,3.4400,4.4200,20.8300,4.1700,-131.000000,CT,NORMAL,ETH,84984,24787.50,24835.00,24777.50,24767.50,TARGET_1,24777.50,84997,40.00,TARGET_2,24767.50,85021,80.00,50.2000,38,90.00,135.00,0.0,0
ZB_0073,CT,2/13/2026 10:21:43,LONG,DEMAND_EDGE,30m,2,100.0000,PRIOR_BROKE,30m,49.0000,0,0,2,0,10.0000,0.0000,3.4400,4.4200,17.8600,1.2000,-75.000000,CT,NORMAL,RTH,86256,24743.75,24696.25,24753.75,24763.75,TARGET_1,24753.75,86257,40.00,TARGET_2,24763.75,86258,80.00,50.2000,3,80.00,21.00,0.0,0
ZB_0074,CT,2/13/2026 16:51:58,LONG,DEMAND_EDGE,90m,10,14.0000,NO_PRIOR,90m,1373.0000,0,2,1,2,10.0000,5.9400,1.7200,0.0000,17.6600,1.0000,-127.000000,CT,NORMAL,ETH,87579,24773.75,24726.25,24783.75,24793.75,TARGET_1,24783.75,87581,40.00,TARGET_2,24793.75,87583,80.00,50.2000,5,214.00,11.00,0.0,0
ZB_0075,CT,2/18/2026 09:48:15,LONG,DEMAND_EDGE,30m,2,161.0000,PRIOR_BROKE,30m,33.0000,0,0,2,0,10.0000,0.0000,3.4400,4.4200,17.8600,1.2000,-86.000000,CT,NORMAL,RTH,91181,24833.00,24785.50,24843.00,24853.00,TARGET_1,24843.00,91181,40.00,TARGET_2,24853.00,91220,80.00,50.2000,40,84.00,164.00,0.0,0
ZB_0076,WTNT,2/20/2026 13:50:11,SHORT,SUPPLY_EDGE,15m,2,119.0000,PRIOR_HELD,15m,522.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,146.000000,WT,NORMAL,RTH,96726,25074.25,25134.25,25059.25,25054.25,TARGET_1,25059.25,96727,60.00,TARGET_2,25054.25,96728,80.00,63.6000,3,109.00,0.00,0.0,0
ZB_0077,WTNT,2/20/2026 14:08:34,SHORT,SUPPLY_EDGE,15m,3,105.0000,NO_PRIOR,15m,581.0000,0,2,1,1,10.0000,5.9400,1.7200,2.2100,19.8700,3.2100,111.000000,WT,NORMAL,RTH,96785,25090.00,25150.00,25075.00,25070.00,TARGET_1,25075.00,96789,60.00,TARGET_2,25070.00,96790,80.00,63.6000,6,83.00,13.00,0.0,0
ZB_0078,CT,2/20/2026 14:54:18,LONG,DEMAND_EDGE,30m,2,80.0000,PRIOR_HELD,30m,184.0000,0,1,2,1,10.0000,2.9700,3.4400,2.2100,18.6200,1.9600,-18.000000,CT,NORMAL,RTH,96882,25036.50,24989.00,25046.50,25056.50,TARGET_1,25046.50,96884,40.00,TARGET_2,25056.50,96905,80.00,50.2000,24,82.00,82.00,0.0,0
ZB_0079,CT,2/24/2026 14:11:02,LONG,DEMAND_EDGE,15m,2,107.0000,NO_PRIOR,15m,320.0000,0,2,1,1,10.0000,5.9400,1.7200,2.2100,19.8700,3.2100,-97.000000,CT,NORMAL,RTH,101116,25013.50,24966.00,25023.50,25033.50,TARGET_1,25023.50,101175,40.00,TARGET_2,25033.50,101189,80.00,50.2000,74,80.00,100.00,0.0,0
ZB_0080,CT,2/24/2026 15:05:37,LONG,DEMAND_EDGE,15m,5,93.0000,PRIOR_HELD,15m,442.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,-45.000000,CT,NORMAL,RTH,101238,25014.25,24966.75,25024.25,25034.25,TARGET_1,25024.25,101275,40.00,TARGET_2,25034.25,101335,80.00,50.2000,98,93.00,78.00,0.0,0
ZB_0081,CT,2/24/2026 16:05:04,LONG,DEMAND_EDGE,15m,8,93.0000,NO_PRIOR,15m,668.0000,0,2,1,1,10.0000,5.9400,1.7200,2.2100,19.8700,3.2100,-29.000000,CT,NORMAL,RTH,101463,25019.75,24972.25,25029.75,25039.75,TARGET_1,25029.75,101507,40.00,TARGET_2,25039.75,101515,80.00,50.2000,53,101.00,111.00,0.0,0
ZB_0082,WTNT,2/25/2026 09:16:18,LONG,DEMAND_EDGE,30m,2,72.0000,PRIOR_HELD,30m,27.0000,0,1,2,0,10.0000,2.9700,3.4400,4.4200,20.8300,4.1700,36.000000,WT,NORMAL,ETH,101832,25150.00,25090.00,25165.00,25170.00,TARGET_1,25165.00,101861,60.00,TARGET_2,25170.00,101863,80.00,63.6000,32,89.00,81.00,0.0,0
ZB_0083,WTNT,2/26/2026 15:32:17,SHORT,SUPPLY_EDGE,30m,2,165.0000,PRIOR_HELD,30m,41.0000,0,1,2,0,10.0000,2.9700,3.4400,4.4200,20.8300,4.1700,28.000000,WT,NORMAL,RTH,105272,25051.50,25111.50,25036.50,25031.50,TIMECAP,25064.75,105431,-53.00,TIMECAP,25064.75,105431,-53.00,-56.0000,160,45.00,154.00,0.0,0
ZB_0084,CT,2/26/2026 16:51:59,SHORT,SUPPLY_EDGE,30m,4,165.0000,NO_PRIOR,30m,226.0000,0,2,2,1,10.0000,5.9400,3.4400,2.2100,21.5900,4.9300,-128.000000,CT,NORMAL,ETH,105457,25049.25,25096.75,25039.25,25029.25,TARGET_1,25039.25,105458,40.00,TARGET_2,25029.25,105460,80.00,50.2000,4,83.00,0.00,0.0,0
ZB_0085,CT,2/26/2026 19:43:23,LONG,DEMAND_EDGE,60m,2,48.0000,PRIOR_HELD,60m,504.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,-148.000000,CT,NORMAL,ETH,105532,24975.25,24927.75,24985.25,24995.25,TARGET_1,24985.25,105536,40.00,TARGET_2,24995.25,105538,80.00,50.2000,7,83.00,82.00,0.0,0
ZB_0086,WTNT,2/27/2026 10:11:30,SHORT,SUPPLY_EDGE,60m,2,197.0000,NO_PRIOR,60m,587.0000,0,2,1,1,10.0000,5.9400,1.7200,2.2100,19.8700,3.2100,268.000000,WT,NORMAL,RTH,106358,24984.00,25044.00,24969.00,24964.00,TARGET_1,24969.00,106372,60.00,TARGET_2,24964.00,106374,80.00,63.6000,17,88.00,38.00,0.0,0
ZB_0087,WTNT,2/27/2026 10:24:39,SHORT,SUPPLY_EDGE,60m,3,197.0000,NO_PRIOR,60m,658.0000,0,2,1,1,10.0000,5.9400,1.7200,2.2100,19.8700,3.2100,114.000000,WT,NORMAL,RTH,106430,24989.00,25049.00,24974.00,24969.00,TARGET_1,24974.00,106433,60.00,TARGET_2,24969.00,106434,80.00,63.6000,5,85.00,34.00,0.0,0
ZB_0088,WTNT,2/27/2026 10:37:14,SHORT,SUPPLY_EDGE,60m,4,197.0000,NO_PRIOR,60m,712.0000,0,2,1,1,10.0000,5.9400,1.7200,2.2100,19.8700,3.2100,32.000000,WT,NORMAL,RTH,106484,24988.75,25048.75,24973.75,24968.75,TARGET_1,24973.75,106487,60.00,TARGET_2,24968.75,106488,80.00,63.6000,5,87.00,25.00,0.0,0
ZB_0089,WTNT,2/27/2026 10:43:11,SHORT,SUPPLY_EDGE,60m,5,197.0000,PRIOR_HELD,60m,734.0000,0,1,1,1,10.0000,2.9700,1.7200,2.2100,16.9000,0.2400,91.000000,WT,NORMAL,RTH,106506,24985.00,25045.00,24970.00,24965.00,TARGET_1,24970.00,106544,60.00,TARGET_2,24965.00,106546,80.00,63.6000,41,84.00,129.00,0.0,0
ZB_0090,WTNT,3/2/2026 06:16:02,LONG,DEMAND_EDGE,15m,2,174.0000,PRIOR_HELD,15m,35.0000,0,1,1,0,10.0000,2.9700,1.7200,4.4200,19.1100,2.4500,33.000000,WT,NORMAL,ETH,108260,24642.00,24582.00,24657.00,24662.00,TARGET_1,24657.00,108261,60.00,TARGET_2,24662.00,108261,80.00,63.6000,2,83.00,28.00,0.0,0
